,STRUCTURE_ID,COUNTY,OWNER,AGE,CONDITION,COLOR,COORDINATES
18916,830B1190001,Sumner,COUNTY HIGHWAY AGENCY,32.0,Good,Green,"[-86.26302742999997, 36.52041086000003]"
18917,59SR1060007,Marshall,STATE HIGHWAY AGENCY,2.0,Good,Green,"[-86.82240138099996, 35.60830278000003]"
18918,57S80590009,Madison,STATE HIGHWAY AGENCY,29.0,Fair,Yellow,"[-88.70161982399998, 35.61351944100005]"
18919,57S81960007,Madison,STATE HIGHWAY AGENCY,13.0,Good,Green,"[-88.99486245799994, 35.50364104800008]"
18920,57SR2230017,Madison,STATE HIGHWAY AGENCY,23.0,Fair,Yellow,"[-88.92064794799995, 35.640476232000026]"
18921,60S62540005,Maury,STATE HIGHWAY AGENCY,19.0,Fair,Yellow,"[-87.13241380799997, 35.722730814000045]"
18922,610A2350001,Meigs,COUNTY HIGHWAY AGENCY,33.0,Good,Green,"[-84.83466284499997, 35.459883088000026]"
18923,59S42800009,Marshall,STATE HIGHWAY AGENCY,67.0,Fair,Yellow,"[-86.76540349299995, 35.323508908000065]"
18924,74I00650011,Robertson,STATE HIGHWAY AGENCY,49.0,Good,Green,"[-86.67315643399996, 36.48836182500003]"
18925,75S42890001,Rutherford,STATE HIGHWAY AGENCY,61.0,Good,Green,"[-86.36360350299998, 35.69276257800004]"
18926,480A0400003,Lake,COUNTY HIGHWAY AGENCY,19.0,Fair,Yellow,"[-89.47589241599997, 36.32156831100008]"
18927,750A2160001,Rutherford,COUNTY HIGHWAY AGENCY,38.0,Good,Green,"[-86.23081027899997, 35.91940028500005]"
18928,75I00240050,Rutherford,STATE HIGHWAY AGENCY,47.0,Good,Green,"[-86.27705445499998, 35.66635674300005]"
18929,72SR0600001,Rhea,COUNTY HIGHWAY AGENCY,16.0,Good,Green,"[-85.01319168899994, 35.44088478800006]"
18930,720A0110001,Rhea,COUNTY HIGHWAY AGENCY,19.0,Good,Green,"[-84.95489666499998, 35.56648616200005]"
18931,720A1110001,Rhea,CITY OR MUNICIPAL HIGHWAY AGENCY,63.0,Fair,Yellow,"[-85.02193857899994, 35.48231372400005]"
18932,76S23440003,Scott,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-84.36666733299995, 36.328411224000035]"
18933,82SR0370007,Sullivan,COUNTY HIGHWAY AGENCY,90.0,Fair,Yellow,"[-82.27076959899995, 36.447881762000065]"
18934,800A1670001,Smith,COUNTY HIGHWAY AGENCY,33.0,Fair,Yellow,"[-85.94948411599995, 36.136884243000054]"
18935,82M39010001,Sullivan,CITY OR MUNICIPAL HIGHWAY AGENCY,73.0,Fair,Yellow,"[-82.55175253299996, 36.56060244400004]"
18936,780A1970001,Sevier,COUNTY HIGHWAY AGENCY,23.0,Good,Green,"[-83.53236665599997, 35.92913910500005]"
18937,79I00550043,Shelby,STATE HIGHWAY AGENCY,55.0,Fair,Yellow,"[-90.03831693499995, 35.07522400200003]"
18938,72F00180005,Rhea,COUNTY HIGHWAY AGENCY,76.0,Good,Green,"[-84.78808281899995, 35.69549139500003]"
18939,900B4350001,Washington,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Poor,Orange,"[-82.35436715599997, 36.30029146800007]"
18940,830B0870001,Sumner,COUNTY HIGHWAY AGENCY,23.0,Good,Green,"[-86.33134132299995, 36.38150128500007]"
18941,830B1930001,Sumner,COUNTY HIGHWAY AGENCY,26.0,Good,Green,"[-86.24231716, 36.63703258500004]"
18942,740A2990001,Robertson,COUNTY HIGHWAY AGENCY,32.0,Good,Green,"[-86.79527114099994, 36.389816901000074]"
18943,83SR1090023,Sumner,STATE HIGHWAY AGENCY,77.0,Good,Green,"[-86.52516984999994, 36.59140789400004]"
18944,590A3300001,Marshall,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-86.88687281799997, 35.449042288000044]"
18945,580A3980001,Marion,COUNTY HIGHWAY AGENCY,30.0,Good,Green,"[-85.81006612999994, 35.07623861900004]"
18946,520A1870001,Lincoln,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-86.48873664499996, 35.17520359100007]"
18947,520A2440001,Lincoln,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-86.42159105499996, 35.006346536000024]"
18948,57SR0050037,Madison,STATE HIGHWAY AGENCY,50.0,Good,Green,"[-88.79325675499996, 35.53993485900003]"
18949,58I00240041,Marion,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-85.58269330499996, 35.03186621000003]"
18950,710A2940003,Putnam,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-85.36894927899993, 36.22272813500007]"
18951,740A3120007,Robertson,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-86.89382165699999, 36.410836120000056]"
18952,740A3530003,Robertson,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-86.93131954099994, 36.45743625800003]"
18953,720A3020001,Rhea,COUNTY HIGHWAY AGENCY,8.0,Good,Green,"[-84.87191958699998, 35.67609675600005]"
18954,740A3850001,Robertson,CITY OR MUNICIPAL HIGHWAY AGENCY,23.0,Good,Green,"[-86.9658304599999, 36.451800871000046]"
18955,78SR4160001,Sevier,STATE HIGHWAY AGENCY,68.0,Good,Green,"[-83.39797091599996, 35.757502842000065]"
18956,71I00400043,Putnam,STATE HIGHWAY AGENCY,57.0,Good,Green,"[-85.37427497299996, 36.143304869000076]"
18957,82SR0930009,Sullivan,STATE HIGHWAY AGENCY,37.0,Fair,Yellow,"[-82.56648982999997, 36.49845196900003]"
18958,79I02400009,Shelby,STATE HIGHWAY AGENCY,47.0,Fair,Yellow,"[-90.02288986099995, 35.139543944000025]"
18959,80S61640001,Smith,COUNTY HIGHWAY AGENCY,48.0,Good,Green,"[-85.84244481499996, 36.25165859300006]"
18960,81SR0490029,Stewart,STATE HIGHWAY AGENCY,34.0,Fair,Yellow,"[-87.76505616399999, 36.40941182700004]"
18961,81SR1490001,Stewart,STATE HIGHWAY AGENCY,58.0,Fair,Yellow,"[-87.62156161099995, 36.39624886300004]"
18962,820A3530001,Sullivan,COUNTY HIGHWAY AGENCY,47.0,Fair,Yellow,"[-82.26434597499997, 36.53177760900007]"
18963,82026720001,Sullivan,COUNTY HIGHWAY AGENCY,27.0,Good,Green,"[-82.38223511699994, 36.57219859000003]"
18964,82SR0360008,Sullivan,STATE HIGHWAY AGENCY,88.0,Fair,Yellow,"[-82.51241434499997, 36.498077902000034]"
18965,540A1760001,McMinn,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-84.44754001299998, 35.44010288100003]"
18966,540A6100003,McMinn,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-84.48765942099999, 35.323739326000066]"
18967,56SR0520003,Macon,STATE HIGHWAY AGENCY,46.0,Good,Green,"[-85.88446690099994, 36.52225867400006]"
18968,54SR0300021,McMinn,STATE HIGHWAY AGENCY,13.0,Good,Green,"[-84.53753832399997, 35.301349035000044]"
18969,540A0170001,McMinn,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-84.66099899599999, 35.49065162100004]"
18970,54SR0300011,McMinn,STATE HIGHWAY AGENCY,44.0,Good,Green,"[-84.64011204799993, 35.46107044900003]"
18971,53I00400001,Loudon,STATE HIGHWAY AGENCY,58.0,Good,Green,"[-84.33341101999997, 35.87869361200006]"
18972,57SR0050035,Madison,STATE HIGHWAY AGENCY,26.0,Fair,Yellow,"[-88.86754134299997, 35.78673143900005]"
18973,57SR0200025,Madison,CITY OR MUNICIPAL HIGHWAY AGENCY,27.0,Fair,Yellow,"[-88.88901964899998, 35.66765808200006]"
18974,660A0690011,Obion,COUNTY HIGHWAY AGENCY,53.0,Fair,Yellow,"[-89.21264685699998, 36.48128251900005]"
18975,660A4710001,Obion,COUNTY HIGHWAY AGENCY,20.0,Good,Green,"[-89.11076671799998, 36.348813317000065]"
18976,660A1200001,Obion,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-89.13090745699998, 36.46537326500004]"
18977,63SR1490003,Montgomery,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-87.48422506999998, 36.43766205900005]"
18978,65023860001,Morgan,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-84.61501009299997, 36.11310840200008]"
18979,660A4960001,Obion,COUNTY HIGHWAY AGENCY,21.0,Good,Green,"[-89.00491109599994, 36.29826489100003]"
18980,62SR1650003,Monroe,STATE HIGHWAY AGENCY,27.0,Good,Green,"[-84.26737324999993, 35.35533954500005]"
18981,740A4760001,Robertson,COUNTY HIGHWAY AGENCY,53.0,Fair,Yellow,"[-86.95515943999999, 36.536300605000065]"
18982,730A4610001,Roane,CITY OR MUNICIPAL HIGHWAY AGENCY,63.0,Fair,Yellow,"[-84.58038576399997, 35.91502322900004]"
18983,71SR0620007,Putnam,STATE HIGHWAY AGENCY,65.0,Good,Green,"[-85.23400043299995, 36.13478514800005]"
18984,73SR0950009,Roane,STATE HIGHWAY AGENCY,36.0,Good,Green,"[-84.36307394399995, 35.94465762100003]"
18985,71I00400033,Putnam,STATE HIGHWAY AGENCY,49.0,Good,Green,"[-85.47943985699999, 36.13447858100005]"
18986,82S25120009,Sullivan,COUNTY HIGHWAY AGENCY,91.0,Fair,Yellow,"[-82.35337496499994, 36.516231987000026]"
18987,82SR0930025,Sullivan,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-82.50634021699994, 36.54051563400003]"
18988,82SR3940007,Sullivan,STATE HIGHWAY AGENCY,23.0,Good,Green,"[-82.21083624699997, 36.52757848600004]"
18989,83F00350013,Sumner,COUNTY HIGHWAY AGENCY,33.0,Good,Green,"[-86.31032891399997, 36.48554311400005]"
18990,54SR0300031,McMinn,STATE HIGHWAY AGENCY,15.0,Good,Green,"[-84.69948928999997, 35.48412956100003]"
18991,54I00750049,McMinn,STATE HIGHWAY AGENCY,47.0,Fair,Yellow,"[-84.70693865399994, 35.40669681600008]"
18992,520A4940001,Lincoln,COUNTY HIGHWAY AGENCY,29.0,Good,Green,"[-86.74226339199998, 35.09889278500003]"
18993,53I00750016,Loudon,STATE HIGHWAY AGENCY,41.0,Good,Green,"[-84.37531047899995, 35.75512023300007]"
18994,55SR0150019,McNairy,STATE HIGHWAY AGENCY,17.0,Fair,Yellow,"[-88.40714434599994, 35.22809709300003]"
18995,54SR0020001,McMinn,STATE HIGHWAY AGENCY,43.0,Fair,Yellow,"[-84.74714392899995, 35.30489315500006]"
18996,36SR0570003,Hardin,STATE HIGHWAY AGENCY,50.0,Fair,Yellow,"[-88.25159708599995, 35.048434635000035]"
18997,55016780007,McNairy,CITY OR MUNICIPAL HIGHWAY AGENCY,8.0,Fair,Yellow,"[-88.60509703999998, 35.235707664000074]"
18998,60SR0060053,Maury,STATE HIGHWAY AGENCY,26.0,Good,Green,"[-87.10418026599996, 35.62875165600008]"
18999,66SR0030033,Obion,STATE HIGHWAY AGENCY,40.0,Good,Green,"[-89.20564494699994, 36.281227914000056]"
19000,660A0280003,Obion,COUNTY HIGHWAY AGENCY,43.0,Poor,Orange,"[-89.21295345299995, 36.34681125700007]"
19001,650A0130001,Morgan,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-84.60743305299997, 35.97110670100005]"
19002,60SR0060009,Maury,STATE HIGHWAY AGENCY,20.0,Good,Green,"[-87.23163892299993, 35.502702388000046]"
19003,630A3860003,Montgomery,COUNTY HIGHWAY AGENCY,37.0,Fair,Yellow,"[-87.30600998599994, 36.35918007600003]"
19004,630A4960001,Montgomery,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-87.42023310099995, 36.360569147000035]"
19005,64SR0500001,Moore,STATE HIGHWAY AGENCY,65.0,Fair,Yellow,"[-86.39526564599998, 35.26099839600005]"
19006,75I00240013,Rutherford,STATE HIGHWAY AGENCY,50.0,Good,Green,"[-86.52107250199998, 35.92436077000008]"
19007,75SR0010010,Rutherford,STATE HIGHWAY AGENCY,68.0,Poor,Orange,"[-86.45984929099995, 35.915485723000074]"
19008,740A0070001,Robertson,COUNTY HIGHWAY AGENCY,27.0,Good,Green,"[-87.09483384999999, 36.63139292000005]"
19009,74I00240011,Robertson,STATE HIGHWAY AGENCY,48.0,Good,Green,"[-87.03729270199995, 36.40850223000007]"
19010,720A3070001,Rhea,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-84.84947616799997, 35.65108711400006]"
19011,78SR0350013,Sevier,STATE HIGHWAY AGENCY,10.0,Good,Green,"[-83.61892019599998, 35.86120404300004]"
19012,75SR0020015,Rutherford,STATE HIGHWAY AGENCY,83.0,Fair,Yellow,"[-86.25337538799994, 35.646661401000074]"
19013,75F00490007,Rutherford,CITY OR MUNICIPAL HIGHWAY AGENCY,78.0,Fair,Yellow,"[-86.59670942999998, 35.956371416000025]"
19014,79I00400071,Shelby,STATE HIGHWAY AGENCY,43.0,Fair,Yellow,"[-89.99364565399998, 35.193067908000046]"
19015,780A4690001,Sevier,CITY OR MUNICIPAL HIGHWAY AGENCY,42.0,Fair,Yellow,"[-83.55139910099996, 35.858036697000045]"
19016,79SR0140057,Shelby,STATE HIGHWAY AGENCY,52.0,Fair,Yellow,"[-90.01801354099996, 35.15851904900006]"
19017,82I00260035,Sullivan,STATE HIGHWAY AGENCY,37.0,Good,Green,"[-82.58216896399995, 36.55650471600006]"
19018,82SR0010017,Sullivan,STATE HIGHWAY AGENCY,65.0,Good,Green,"[-82.47784914799996, 36.559037895000074]"
19019,82SR0010035,Sullivan,STATE HIGHWAY AGENCY,59.0,Fair,Yellow,"[-82.33539519499999, 36.57714237600004]"
19020,56020870003,Macon,COUNTY HIGHWAY AGENCY,53.0,Poor,Orange,"[-85.93694707699996, 36.43290113300003]"
19021,54SR3050009,McMinn,STATE HIGHWAY AGENCY,63.0,Good,Green,"[-84.65435936699998, 35.52968834600006]"
19022,520A0650001,Lincoln,COUNTY HIGHWAY AGENCY,27.0,Good,Green,"[-86.72607489899997, 35.24984170100004]"
19023,560A2870003,Macon,COUNTY HIGHWAY AGENCY,22.0,Good,Green,"[-85.93949572099996, 36.57707581000005]"
19024,54I00750041,McMinn,STATE HIGHWAY AGENCY,45.0,Fair,Yellow,"[-84.52674761299994, 35.58614314000005]"
19025,360A4840001,Hardin,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-88.00971855499995, 35.14487754000004]"
19026,63I00240019,Montgomery,STATE HIGHWAY AGENCY,45.0,Good,Green,"[-87.17659697299996, 36.49696049500005]"
19027,66015330007,Obion,COUNTY HIGHWAY AGENCY,53.0,Fair,Yellow,"[-88.98141984699998, 36.41834910000006]"
19028,660A1530001,Obion,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-89.02302169999996, 36.458885172000066]"
19029,630A2010001,Montgomery,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-87.25363362799999, 36.61722307700006]"
19030,660A0470001,Obion,COUNTY HIGHWAY AGENCY,53.0,Poor,Orange,"[-89.14757878099994, 36.391445066000074]"
19031,680A0180003,Perry,COUNTY HIGHWAY AGENCY,32.0,Fair,Yellow,"[-87.96292700399994, 35.74186823500003]"
19032,65SR0292005,Morgan,STATE HIGHWAY AGENCY,68.0,Fair,Yellow,"[-84.53509395199995, 35.98658105000004]"
19033,660A0220003,Obion,COUNTY HIGHWAY AGENCY,10.0,Good,Green,"[-89.28117492799998, 36.358863496000026]"
19034,68017750011,Perry,COUNTY HIGHWAY AGENCY,27.0,Good,Green,"[-87.9899014699999, 35.61521009100005]"
19035,740A5950001,Robertson,COUNTY HIGHWAY AGENCY,63.0,Good,Green,"[-86.80731739699996, 36.415712889000076]"
19036,790A7660003,Shelby,CITY OR MUNICIPAL HIGHWAY AGENCY,43.0,Good,Green,"[-90.04868590499996, 35.02617904600004]"
19037,710A4780003,Putnam,COUNTY HIGHWAY AGENCY,48.0,Good,Green,"[-85.51836517299995, 36.088292258000024]"
19038,650A1730001,Morgan,COUNTY HIGHWAY AGENCY,32.0,Good,Green,"[-84.72557776099995, 36.24115485300007]"
19039,63018530005,Montgomery,COUNTY HIGHWAY AGENCY,29.0,Good,Green,"[-87.30454428499996, 36.31313636700003]"
19040,65SR0520001,Morgan,COUNTY HIGHWAY AGENCY,36.0,Fair,Yellow,"[-84.69118740699997, 36.35333060500005]"
19041,73SR0610007,Roane,STATE HIGHWAY AGENCY,71.0,Fair,Yellow,"[-84.58395789699995, 35.91153636400003]"
19042,80SR0800001,Smith,STATE HIGHWAY AGENCY,35.0,Good,Green,"[-85.96885324899995, 36.31883155200006]"
19043,82SR0370020,Sullivan,STATE HIGHWAY AGENCY,29.0,Fair,Yellow,"[-82.27339356699997, 36.44489452100004]"
19044,82SR0930005,Sullivan,STATE HIGHWAY AGENCY,33.0,Fair,Yellow,"[-82.60009873799999, 36.468484545000024]"
19045,90013520001,Washington,COUNTY HIGHWAY AGENCY,68.0,Fair,Yellow,"[-82.60308279999998, 36.21724694000005]"
19046,900B0080001,Washington,CITY OR MUNICIPAL HIGHWAY AGENCY,40.0,Fair,Yellow,"[-82.47575956099996, 36.29230789300004]"
19047,820B3860001,Sullivan,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-82.55934653799994, 36.49450492300008]"
19048,79SR0030043,Shelby,STATE HIGHWAY AGENCY,44.0,Fair,Yellow,"[-89.91753658199997, 35.33437115000004]"
19049,53I00750041,Loudon,STATE HIGHWAY AGENCY,46.0,Fair,Yellow,"[-84.25820825799997, 35.86416249900003]"
19050,54SR0300033,McMinn,STATE HIGHWAY AGENCY,15.0,Good,Green,"[-84.67248573299997, 35.47493510500004]"
19051,47SR0010009,Knox,STATE HIGHWAY AGENCY,76.0,Fair,Yellow,"[-84.00199360799996, 35.93300716300007]"
19052,55S81220003,McNairy,STATE HIGHWAY AGENCY,61.0,Fair,Yellow,"[-88.39553449899995, 35.194770996000045]"
19053,38S81310009,Haywood,COUNTY HIGHWAY AGENCY,61.0,Fair,Yellow,"[-89.11620057799996, 35.660477694000065]"
19054,550A0940001,McNairy,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-88.49913808199994, 35.27982188100003]"
19055,55SR0220015,McNairy,STATE HIGHWAY AGENCY,60.0,Fair,Yellow,"[-88.36594132699997, 35.36604558000005]"
19056,51S62640007,Lewis,COUNTY HIGHWAY AGENCY,68.0,Poor,Orange,"[-87.33262116599997, 35.63602541100005]"
19057,510A3240001,Lewis,COUNTY HIGHWAY AGENCY,8.0,Fair,Yellow,"[-87.30049555099998, 35.51839518600008]"
19058,680A0450001,Perry,COUNTY HIGHWAY AGENCY,15.0,Good,Green,"[-87.95860977199999, 35.774393598000074]"
19059,67F00150003,Overton,STATE HIGHWAY AGENCY,78.0,Fair,Yellow,"[-85.40154434399994, 36.27598803800004]"
19060,660A2810001,Obion,COUNTY HIGHWAY AGENCY,118.0,Fair,Yellow,"[-89.00595401599998, 36.43404314700007]"
19061,64SR0500007,Moore,STATE HIGHWAY AGENCY,25.0,Good,Green,"[-86.36231965999997, 35.26126529100003]"
19062,680A0080003,Perry,"STATE PARK, FOREST, OR RESERVATION AGENCY",36.0,Fair,Yellow,"[-88.00522773699998, 35.65585531100004]"
19063,66015340001,Obion,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-89.14736557799995, 36.48389009300007]"
19064,680A1340001,Perry,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-87.80794084799999, 35.664453269000035]"
19065,64F00050007,Moore,STATE HIGHWAY AGENCY,24.0,Good,Green,"[-86.45970741799994, 35.29450533200003]"
19066,73I00400017,Roane,STATE HIGHWAY AGENCY,49.0,Fair,Yellow,"[-84.48413297499997, 35.87198276700008]"
19067,73SR0292001,Roane,STATE HIGHWAY AGENCY,33.0,Fair,Yellow,"[-84.54592077699994, 35.939285262000055]"
19068,790A5710003,Shelby,CITY OR MUNICIPAL HIGHWAY AGENCY,88.0,Fair,Yellow,"[-90.00268998099995, 35.156697018000045]"
19069,790B6390001,Shelby,CITY OR MUNICIPAL HIGHWAY AGENCY,68.0,Fair,Yellow,"[-89.94676473199996, 35.159454664000066]"
19070,78024880001,Sevier,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Fair,Yellow,"[-83.54598214999999, 35.867691352000065]"
19071,90033940007,Washington,CITY OR MUNICIPAL HIGHWAY AGENCY,34.0,Good,Green,"[-82.38568000399994, 36.30160395400003]"
19072,83020460003,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,22.0,Good,Green,"[-86.63986141899994, 36.46559506700004]"
19073,790A1650001,Shelby,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Fair,Yellow,"[-89.75729713899995, 35.28802969800006]"
19074,790A0860001,Shelby,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Fair,Yellow,"[-89.88956140299996, 35.38944455200004]"
19075,79I02400123,Shelby,STATE HIGHWAY AGENCY,25.0,Good,Green,"[-89.87786273599994, 35.08380617500006]"
19076,380A1110003,Haywood,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-89.10230210899994, 35.64125316900004]"
19077,56S61380003,Macon,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-85.99233733199998, 36.53255031400005]"
19078,510A1240017,Lewis,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-87.54417687299997, 35.490241284000035]"
19079,560A4290001,Macon,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-85.97512475099995, 36.47356022400004]"
19080,39S80670001,Henderson,STATE HIGHWAY AGENCY,16.0,Fair,Yellow,"[-88.27268385099995, 35.61278698000007]"
19081,520A0730001,Lincoln,COUNTY HIGHWAY AGENCY,18.0,Good,Green,"[-86.62053115799995, 35.25628744000005]"
19082,520A1000001,Lincoln,COUNTY HIGHWAY AGENCY,21.0,Good,Green,"[-86.56604123899996, 35.23465607800006]"
19083,560A3470001,Macon,CITY OR MUNICIPAL HIGHWAY AGENCY,58.0,Good,Green,"[-85.83514357499996, 36.53178982400004]"
19084,55SR0050025,McNairy,STATE HIGHWAY AGENCY,32.0,Fair,Yellow,"[-88.61445671599995, 35.182379586000025]"
19085,66SR0034003,Obion,STATE HIGHWAY AGENCY,92.0,Fair,Yellow,"[-89.02969223499997, 36.43081588900003]"
19086,67014160001,Overton,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-85.43179045699998, 36.37455601400006]"
19087,49SR0880059,Lauderdale,STATE HIGHWAY AGENCY,33.0,Fair,Yellow,"[-89.40249843899994, 35.83733895300003]"
19088,660A6780001,Obion,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-89.36769746499994, 36.24108442900007]"
19089,660A7180001,Obion,COUNTY HIGHWAY AGENCY,26.0,Good,Green,"[-89.25048194499999, 36.30589138900007]"
19090,67SR0520001,Overton,STATE HIGHWAY AGENCY,59.0,Fair,Yellow,"[-85.22571453899997, 36.394394480000074]"
19091,610A0760005,Meigs,COUNTY HIGHWAY AGENCY,14.0,Fair,Yellow,"[-84.64553344999996, 35.631732482000075]"
19092,76SR2970013,Scott,STATE HIGHWAY AGENCY,48.0,Fair,Yellow,"[-84.52604935699998, 36.50052909800007]"
19093,71I00400023,Putnam,STATE HIGHWAY AGENCY,58.0,Good,Green,"[-85.56596050299999, 36.137008836000064]"
19094,770A0980001,Sequatchie,COUNTY HIGHWAY AGENCY,29.0,Good,Green,"[-85.33946552099997, 35.40028619000003]"
19095,79028160001,Shelby,CITY OR MUNICIPAL HIGHWAY AGENCY,60.0,Fair,Yellow,"[-90.04667758599999, 35.16050156800003]"
19096,73I00400012,Roane,STATE HIGHWAY AGENCY,49.0,Fair,Yellow,"[-84.53478767599995, 35.89448025400003]"
19097,71I00400054,Putnam,STATE HIGHWAY AGENCY,55.0,Good,Green,"[-85.27835654999996, 36.139969939000025]"
19098,80SR0800005,Smith,STATE HIGHWAY AGENCY,66.0,Good,Green,"[-85.96526975799998, 36.347648873000026]"
19099,830A5610001,Sumner,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-86.44064926899995, 36.58842178700007]"
19100,830A6830001,Sumner,COUNTY HIGHWAY AGENCY,48.0,Good,Green,"[-86.39839200999995, 36.42544503600004]"
19101,90S25870003,Washington,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-82.36439382299994, 36.251349607000066]"
19102,80SR1410009,Smith,STATE HIGHWAY AGENCY,69.0,Fair,Yellow,"[-85.89547746499994, 36.15840939900005]"
19103,360A3710001,Hardin,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-88.33714152099998, 35.00091180100003]"
19104,53SR0730013,Loudon,STATE HIGHWAY AGENCY,34.0,Good,Green,"[-84.32479639899998, 35.872317932000044]"
19105,490A1360001,Lauderdale,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-89.44513921699996, 35.87082012800005]"
19106,57014440013,Madison,COUNTY HIGHWAY AGENCY,62.0,Fair,Yellow,"[-88.90868287199999, 35.713270858000044]"
19107,510A0050001,Lewis,COUNTY HIGHWAY AGENCY,16.0,Fair,Yellow,"[-87.62339598799997, 35.581972595000025]"
19108,55SR0150013,McNairy,STATE HIGHWAY AGENCY,17.0,Fair,Yellow,"[-88.46385398199999, 35.20292317700006]"
19109,550A1690003,McNairy,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-88.41076143999999, 35.36365944100004]"
19110,51018230001,Lewis,COUNTY HIGHWAY AGENCY,44.0,Fair,Yellow,"[-87.60854726899998, 35.454718367000055]"
19111,49E00210007,Lauderdale,STATE HIGHWAY AGENCY,93.0,Fair,Yellow,"[-89.49947656099994, 35.78455642100005]"
19112,680A1600001,Perry,COUNTY HIGHWAY AGENCY,31.0,Good,Green,"[-87.80174425499996, 35.57245306200008]"
19113,620A2780001,Monroe,COUNTY HIGHWAY AGENCY,9.0,Good,Green,"[-84.29570130799993, 35.40833103800003]"
19114,61SR0580015,Meigs,STATE HIGHWAY AGENCY,88.0,Good,Green,"[-84.72876813799996, 35.59205629200005]"
19115,62S25090001,Monroe,COUNTY HIGHWAY AGENCY,77.0,Fair,Yellow,"[-84.36232760799999, 35.555856524000035]"
19116,58SR0280003,Marion,STATE HIGHWAY AGENCY,78.0,Good,Green,"[-85.53394937299998, 35.09286681700007]"
19117,50S62030011,Lawrence,STATE HIGHWAY AGENCY,60.0,Fair,Yellow,"[-87.52965494899996, 35.13466755300004]"
19118,65S44250001,Morgan,COUNTY HIGHWAY AGENCY,79.0,Poor,Orange,"[-84.82290065499996, 36.270616940000025]"
19119,58SR0020019,Marion,STATE HIGHWAY AGENCY,29.0,Good,Green,"[-85.60664707799998, 35.06586786300005]"
19120,73I00400037,Roane,STATE HIGHWAY AGENCY,48.0,Fair,Yellow,"[-84.33556711799997, 35.87938672400003]"
19121,730A3230003,Roane,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-84.50962445899995, 35.74124886300007]"
19122,79I00550093,Shelby,STATE HIGHWAY AGENCY,55.0,Fair,Yellow,"[-90.06932934699995, 35.120035733000066]"
19123,790A6300001,Shelby,COUNTY HIGHWAY AGENCY,23.0,Fair,Yellow,"[-89.81947561099997, 35.16135168000005]"
19124,79028630001,Shelby,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Poor,Orange,"[-90.00759260399997, 35.027068186000065]"
19125,79I02400051,Shelby,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-90.02929700299995, 35.100833471000044]"
19126,760A3140001,Scott,COUNTY HIGHWAY AGENCY,83.0,Fair,Yellow,"[-84.53950391399997, 36.42939998800006]"
19127,830B4420001,Sumner,CITY OR MUNICIPAL HIGHWAY AGENCY,25.0,Good,Green,"[-86.71231576599996, 36.35709875400005]"
